state_name,county_fips,county_name,per_dem,per_gop,per_oth,total_votes
Alabama,1001,Autauga,0.2872,0.6969,0.0159,27770
Alabama,1003,Baldwin,0.2478,0.7237,0.0285,109679
Alabama,1005,Barbour,0.4991,0.4902,0.0107,10518
Alabama,1007,Bibb,0.3816,0.6017,0.0166,9595
Alabama,1009,Blount,0.2769,0.7048,0.0183,27588
Alabama,1011,Bullock,0.6923,0.2922,0.0155,4613
Alabama,1013,Butler,0.4621,0.5289,0.009,9488
Alabama,1015,Calhoun,0.4056,0.5733,0.0211,50983
Alabama,1017,Chambers,0.4746,0.5101,0.0153,15284
Alabama,1019,Cherokee,0.447,0.531,0.022,12301
Alabama,1021,Chilton,0.3184,0.667,0.0146,19310
Alabama,1023,Choctaw,0.5027,0.4882,0.0091,7464
Alabama,1025,Clarke,0.4352,0.5569,0.0079,13135
Alabama,1027,Clay,0.3476,0.6322,0.0202,6930
Alabama,1029,Cleburne,0.3268,0.6546,0.0187,7227
Alabama,1031,Coffee,0.3382,0.6439,0.0179,22275
Alabama,1033,Colbert,0.4896,0.4885,0.0219,27886
Alabama,1035,Conecuh,0.5014,0.4862,0.0124,6441
Alabama,1037,Coosa,0.4607,0.5216,0.0177,5479
Alabama,1039,Covington,0.3262,0.6583,0.0156,17430
Alabama,1041,Crenshaw,0.4033,0.5825,0.0142,6617
Alabama,1043,Cullman,0.3305,0.6488,0.0207,41851
Alabama,1045,Dale,0.3104,0.6702,0.0194,19738
Alabama,1047,Dallas,0.594,0.3986,0.0074,17864
Alabama,1049,DeKalb,0.3478,0.6323,0.0198,29356
Alabama,1051,Elmore,0.2794,0.7048,0.0158,41030
Alabama,1053,Escambia,0.3879,0.5982,0.0139,15910
Alabama,1055,Etowah,0.443,0.5359,0.021,47728
Alabama,1057,Fayette,0.3924,0.5868,0.0207,8766
Alabama,1059,Franklin,0.4317,0.5511,0.0172,12578
Alabama,1061,Geneva,0.2897,0.6892,0.0211,12545
Alabama,1063,Greene,0.7971,0.1934,0.0096,4775
Alabama,1065,Hale,0.6017,0.386,0.0123,7900
Alabama,1067,Henry,0.4013,0.5848,0.0138,9298
Alabama,1069,Houston,0.2936,0.691,0.0154,46173
Alabama,1071,Jackson,0.5063,0.4733,0.0204,23636
Alabama,1073,Jefferson,0.4745,0.5059,0.0197,325848
Alabama,1075,Lamar,0.366,0.6166,0.0174,7193
Alabama,1077,Lauderdale,0.4317,0.5439,0.0244,44339
Alabama,1079,Lawrence,0.5167,0.4654,0.0179,16031
Alabama,1081,Lee,0.3809,0.5863,0.0329,71449
Alabama,1083,Limestone,0.3805,0.601,0.0185,49235
Alabama,1085,Lowndes,0.7299,0.2624,0.0077,6835
Alabama,1087,Macon,0.868,0.1235,0.0085,8723
Alabama,1089,Madison,0.4253,0.5485,0.0262,194767
Alabama,1091,Marengo,0.5039,0.4881,0.008,10900
Alabama,1093,Marion,0.3913,0.5878,0.0209,13807
Alabama,1095,Marshall,0.3709,0.6104,0.0187,39655
Alabama,1097,Mobile,0.4196,0.5593,0.0211,183164
Alabama,1099,Monroe,0.4179,0.5757,0.0064,10668
Alabama,1101,Montgomery,0.5026,0.4834,0.0141,99139
Alabama,1103,Morgan,0.3763,0.6039,0.0198,53722
Alabama,1105,Perry,0.6947,0.2993,0.006,5230
Alabama,1107,Pickens,0.4851,0.5042,0.0107,9668
Alabama,1109,Pike,0.4132,0.5745,0.0122,13841
Alabama,1111,Randolph,0.3907,0.5892,0.0201,10837
Alabama,1113,Russell,0.5683,0.4195,0.0123,21329
Alabama,1115,St. Clair,0.2692,0.7105,0.0203,44441
Alabama,1117,Shelby,0.2122,0.767,0.0208,114950
Alabama,1119,Sumter,0.7252,0.2676,0.0072,6291
Alabama,1121,Talladega,0.4426,0.5425,0.0149,35663
Alabama,1123,Tallapoosa,0.3804,0.6033,0.0163,20991
Alabama,1125,Tuscaloosa,0.4095,0.5656,0.0249,90172
Alabama,1127,Walker,0.4532,0.526,0.0208,31170
Alabama,1129,Washington,0.4458,0.542,0.0122,8876
Alabama,1131,Wilcox,0.6719,0.324,0.0041,5903
Alabama,1133,Winston,0.2889,0.6882,0.0229,11284
Arizona,4001,Apache,0.6695,0.3057,0.0249,35268
Arizona,4003,Cochise,0.4019,0.5469,0.0512,60665
Arizona,4005,Coconino,0.496,0.4296,0.0744,73632
Arizona,4007,Gila,0.4341,0.5164,0.0495,27735
Arizona,4009,Graham,0.3472,0.6216,0.0313,15029
Arizona,4011,Greenlee,0.4108,0.547,0.0422,3696
Arizona,4012,La Paz,0.3946,0.5673,0.0381,7472
Arizona,4013,Maricopa,0.4288,0.5323,0.0389,2076086
Arizona,4015,Mohave,0.3958,0.5525,0.0518,104883
Arizona,4017,Navajo,0.469,0.4925,0.0385,51930
Arizona,4019,Pima,0.5134,0.4331,0.0534,522174
Arizona,4021,Pinal,0.4759,0.4873,0.0368,185525
Arizona,4023,Santa Cruz,0.5884,0.376,0.0355,19581
Arizona,4025,Yavapai,0.3527,0.5884,0.0589,143640
Arizona,4027,Yuma,0.4207,0.5482,0.031,70072
Arkansas,5001,Arkansas,0.4515,0.5262,0.0223,6292
Arkansas,5003,Ashley,0.5142,0.4686,0.0172,7926
Arkansas,5005,Baxter,0.39,0.5709,0.0391,21007
Arkansas,5007,Benton,0.3221,0.6494,0.0285,119912
Arkansas,5009,Boone,0.3295,0.6285,0.042,17114
Arkansas,5011,Bradley,0.5333,0.4506,0.0161,3654
Arkansas,5013,Calhoun,0.4654,0.5162,0.0183,2182
Arkansas,5015,Carroll,0.3749,0.5794,0.0458,11797
Arkansas,5017,Chicot,0.6334,0.3513,0.0153,4103
Arkansas,5019,Clark,0.5403,0.4377,0.0219,8395
Arkansas,5021,Clay,0.5978,0.382,0.0202,5183
Arkansas,5023,Cleburne,0.4036,0.5614,0.035,12680
Arkansas,5025,Cleveland,0.4445,0.5275,0.028,3600
Arkansas,5027,Columbia,0.4301,0.5392,0.0307,8616
Arkansas,5029,Conway,0.4833,0.49,0.0267,8685
Arkansas,5031,Craighead,0.492,0.4833,0.0248,38511
Arkansas,5033,Crawford,0.3568,0.613,0.0302,24091
Arkansas,5035,Crittenden,0.5459,0.4426,0.0116,16367
Arkansas,5037,Cross,0.4981,0.488,0.0138,6942
Arkansas,5039,Dallas,0.5143,0.4725,0.0132,2649
Arkansas,5041,Desha,0.6176,0.3566,0.0258,4164
Arkansas,5043,Drew,0.5167,0.4654,0.0179,6908
Arkansas,5045,Faulkner,0.409,0.5495,0.0414,54428
Arkansas,5047,Franklin,0.4355,0.5337,0.0308,7129
