,fips,margin
602,17085,1.1642000000000001
603,17087,1.5857
604,17089,0.1441
605,17091,1.1651
606,17093,0.05729999999999991
607,17095,1.0564
608,17097,0.23960000000000004
609,17099,1.1429
610,17101,1.5398
611,17103,1.1961
612,17105,1.4411
613,17107,1.3973
614,17109,1.165
615,17111,1.0249000000000001
616,17113,0.03920000000000007
617,17115,1.1766
618,17117,1.3651
619,17119,1.1321999999999999
620,17121,1.4661
621,17123,1.3455
622,17125,1.3933
623,17127,1.4799
624,17129,1.3944
625,17131,1.2398
626,17133,1.3571
627,17135,1.4099
628,17137,1.3178
629,17139,1.4888
630,17141,1.259
631,17143,0.06350000000000006
632,17145,1.4667
633,17147,1.2964
634,17149,1.6087
635,17151,1.5925
636,17153,1.3072000000000001
637,17155,1.1928999999999998
638,17157,1.502
639,17159,1.5274
640,17161,0.12090000000000006
641,17163,0.08699999999999991
642,17165,1.4792
643,17167,1.0435
644,17169,1.4353
645,17171,1.5622
646,17173,1.5713
647,17175,1.412
648,17177,1.1568
649,17179,1.2555
650,17181,1.4022
651,17183,1.3288
652,17185,1.5323000000000002
653,17187,1.2001
654,17189,1.5648
655,17191,1.7046000000000001
656,17193,1.5752
657,17195,1.0828
658,17197,0.08310000000000001
659,17199,1.3734000000000002
660,17201,0.024900000000000033
661,17203,1.4019
662,18001,1.5232999999999999
663,18003,1.1115
664,18005,1.2610999999999999
665,18007,1.4855
666,18009,1.4601
667,18011,1.1837
668,18013,1.3051
669,18015,1.5110000000000001
670,18017,1.4111
671,18019,1.1821
672,18021,1.5656999999999999
673,18023,1.4608999999999999
674,18025,1.43
675,18027,1.6187
676,18029,1.5537
677,18031,1.58
678,18033,1.4716
679,18035,1.1313
680,18037,1.4009
681,18039,1.2795999999999998
682,18041,1.5438
683,18043,1.1406
684,18045,1.5661
685,18047,1.6286
686,18049,1.4825
687,18051,1.4823
688,18053,1.3867
689,18055,1.5209000000000001
690,18057,1.0678
691,18059,1.3742
692,18061,1.4558
693,18063,1.2389000000000001
694,18065,1.4511
695,18067,1.3236
696,18069,1.4976
697,18071,1.5330000000000001
698,18073,1.4902000000000002
699,18075,1.5238999999999998
700,18077,1.3348
701,18079,1.5674000000000001
702,18081,1.3403
703,18083,1.4735
704,18085,1.5055
705,18087,1.5404
706,18089,0.15019999999999994
707,18091,1.0722
708,18093,1.505
709,18095,1.2254
710,18097,0.2904999999999999
711,18099,1.4075
712,18101,1.5855
713,18103,1.5306000000000002
714,18105,0.28169999999999995
715,18107,1.4912
716,18109,1.5448000000000002
717,18111,1.5195
718,18113,1.4962
719,18115,1.5190000000000001
720,18117,1.4758999999999998
721,18119,1.4907
722,18121,1.5549
723,18123,1.2452
724,18125,1.5264000000000002
725,18127,1.0606
726,18129,1.4062
727,18131,1.4787000000000001
728,18133,1.5012
729,18135,1.5232999999999999
730,18137,1.5938
731,18139,1.5391
732,18141,0.05850000000000011
733,18143,1.4546999999999999
734,18145,1.4769
735,18147,1.3840999999999999
736,18149,1.4670999999999998
737,18151,1.4211
738,18153,1.5038
739,18155,1.5215
740,18157,0.006000000000000061
741,18159,1.5264
742,18161,1.5591
743,18163,1.0957
744,18165,1.4057000000000002
745,18167,1.147
746,18169,1.4977999999999998
747,18171,1.5425
748,18173,1.2774999999999999
749,18175,1.5215
750,18177,1.2906
751,18179,1.5631
752,18181,1.4403000000000001
753,18183,1.4906
754,19001,1.4114
755,19003,1.4351
756,19005,1.291
757,19007,1.4021
758,19009,1.358
759,19011,1.2751
760,19013,0.0902
761,19015,1.1559
762,19017,1.1606
763,19019,1.209
764,19021,1.2566
765,19023,1.3851
766,19025,1.422
767,19027,1.3779
768,19029,1.3803999999999998
769,19031,1.1703999999999999
770,19033,1.0632000000000001
771,19035,1.3925
772,19037,1.3130000000000002
773,19039,1.3592
774,19041,1.3874
775,19043,1.2882
776,19045,1.1032
777,19047,1.3681999999999999
778,19049,1.0198
779,19051,1.4923
780,19053,1.3929
781,19055,1.3508
782,19057,1.0852000000000002
783,19059,1.3359
784,19061,1.0290000000000001
785,19063,1.3596
786,19065,1.2268
787,19067,1.1941
788,19069,1.3502
789,19071,1.4228999999999998
790,19073,1.2875
791,19075,1.3742
792,19077,1.3589
793,19079,1.2659
794,19081,1.4386
795,19083,1.3197
796,19085,1.3837
797,19087,1.3238
798,19089,1.2733
799,19091,1.4462
800,19093,1.5099
801,19095,1.2527
802,19097,1.2614999999999998
803,19099,1.2154
804,19101,1.0138
805,19103,0.43229999999999996
806,19105,1.2147999999999999
807,19107,1.4493
808,19109,1.3937
809,19111,1.1930999999999998
810,19113,0.13750000000000007
811,19115,1.3327
812,19117,1.4324999999999999
813,19119,1.6762000000000001
814,19121,1.3434
815,19123,1.4739
816,19125,1.3371
817,19127,1.0768
818,19129,1.3721999999999999
819,19131,1.2790000000000001
820,19133,1.3894000000000002
821,19135,1.464
822,19137,1.3898
823,19139,1.0701999999999998
824,19141,1.5684
825,19143,1.6277
826,19145,1.4295
827,19147,1.3733
828,19149,1.4932
829,19151,1.4950999999999999
830,19153,0.1524000000000001
831,19155,1.1678
832,19157,1.1333
