state_name,county_fips,county_name,per_dem,per_gop,per_oth,total_votes
Alabama,1001,Autauga,0.5217,0.4527,0.0256,2538
Alabama,1003,Baldwin,0.5309,0.4524,0.0166,10636
Alabama,1005,Barbour,0.6447,0.3499,0.0054,3332
Alabama,1007,Bibb,0.6166,0.3823,0.0011,2752
Alabama,1009,Blount,0.5698,0.428,0.0022,5974
Alabama,1011,Bullock,0.6448,0.3509,0.0043,1174
Alabama,1013,Butler,0.6969,0.2987,0.0044,4121
Alabama,1015,Calhoun,0.6597,0.3317,0.0086,14536
Alabama,1017,Chambers,0.7274,0.2626,0.01,7101
Alabama,1019,Cherokee,0.7795,0.2195,0.001,3973
Alabama,1021,Chilton,0.3591,0.6393,0.0016,5007
Alabama,1023,Choctaw,0.6085,0.3404,0.0512,1798
Alabama,1025,Clarke,0.4734,0.5082,0.0184,3967
Alabama,1027,Clay,0.5271,0.4681,0.0048,3307
Alabama,1029,Cleburne,0.5987,0.3997,0.0016,2522
Alabama,1031,Coffee,0.7619,0.2354,0.0027,5867
Alabama,1033,Colbert,0.7185,0.2679,0.0136,10508
Alabama,1035,Conecuh,0.7217,0.2584,0.0199,2515
Alabama,1037,Coosa,0.5798,0.4167,0.0035,2575
Alabama,1039,Covington,0.7342,0.2616,0.0042,7824
Alabama,1041,Crenshaw,0.8349,0.1637,0.0014,3501
Alabama,1043,Cullman,0.5987,0.4008,0.0005,10599
Alabama,1045,Dale,0.6076,0.3874,0.005,4218
Alabama,1047,Dallas,0.4169,0.5694,0.0137,5044
Alabama,1049,DeKalb,0.5108,0.4882,0.001,11441
Alabama,1051,Elmore,0.636,0.3548,0.0092,5409
Alabama,1053,Escambia,0.6757,0.3065,0.0178,5905
Alabama,1055,Etowah,0.6628,0.3287,0.0085,21685
Alabama,1057,Fayette,0.5408,0.4573,0.0019,4205
Alabama,1059,Franklin,0.4558,0.542,0.0021,7507
Alabama,1061,Geneva,0.669,0.3295,0.0015,4559
Alabama,1063,Greene,0.6438,0.3393,0.0169,1123
Alabama,1065,Hale,0.6354,0.3597,0.0049,2060
Alabama,1067,Henry,0.7793,0.2167,0.0041,2714
Alabama,1069,Houston,0.4861,0.5058,0.0081,8017
Alabama,1071,Jackson,0.6993,0.2973,0.0034,6848
Alabama,1073,Jefferson,0.419,0.5666,0.0144,105898
Alabama,1075,Lamar,0.7036,0.2843,0.0121,3391
Alabama,1077,Lauderdale,0.701,0.2922,0.0069,12219
Alabama,1079,Lawrence,0.681,0.3174,0.0016,4301
Alabama,1081,Lee,0.6163,0.3773,0.0064,6099
Alabama,1083,Limestone,0.8059,0.1926,0.0016,5146
Alabama,1085,Lowndes,0.6419,0.3484,0.0097,1240
Alabama,1087,Macon,0.5953,0.3934,0.0112,2229
Alabama,1089,Madison,0.6688,0.3234,0.0078,16386
Alabama,1091,Marengo,0.5145,0.4425,0.043,2791
Alabama,1093,Marion,0.5119,0.4853,0.0028,6054
Alabama,1095,Marshall,0.6594,0.3398,0.0008,10001
Alabama,1097,Mobile,0.5248,0.4512,0.024,54542
Alabama,1099,Monroe,0.6755,0.3137,0.0108,3153
Alabama,1101,Montgomery,0.4392,0.5491,0.0116,21448
Alabama,1103,Morgan,0.6411,0.3571,0.0017,12200
Alabama,1105,Perry,0.543,0.4152,0.0419,1792
Alabama,1107,Pickens,0.5817,0.4046,0.0136,3156
Alabama,1109,Pike,0.7691,0.2262,0.0047,4448
Alabama,1111,Randolph,0.6473,0.346,0.0067,4905
Alabama,1113,Russell,0.6569,0.3341,0.0091,5298
Alabama,1115,St. Clair,0.5388,0.459,0.0021,5640
Alabama,1117,Shelby,0.5017,0.4911,0.0072,6428
Alabama,1119,Sumter,0.5233,0.4261,0.0506,1462
Alabama,1121,Talladega,0.5441,0.4486,0.0073,10529
Alabama,1123,Tallapoosa,0.7139,0.2811,0.005,7648
Alabama,1125,Tuscaloosa,0.5899,0.4001,0.01,13992
Alabama,1127,Walker,0.5975,0.4025,0,13572
Alabama,1129,Washington,0.6949,0.2853,0.0198,2776
Alabama,1131,Wilcox,0.6351,0.36,0.0049,1425
Alabama,1133,Winston,0.3293,0.6701,0.0006,5105
Alaska,2013,Aleutians East,0.7,0.3,0,240
Alaska,2016,Aleutians West,0.7143,0.2857,0,315
Alaska,2020,Anchorage,0.4629,0.5371,0,20700
Alaska,2050,Bethel,0.3273,0.6727,0,1167
Alaska,2060,Bristol Bay,0.7036,0.2964,0,280
Alaska,2068,Denali,0.6158,0.3842,0,177
Alaska,2070,Dillingham,0.5897,0.4103,0,468
Alaska,2090,Fairbanks North Star,0.516,0.484,0,7888
Alaska,2100,Haines,0.4473,0.5527,0,275
Alaska,2105,Hoonah-Angoon,0.5348,0.4652,0,647
Alaska,2110,Juneau,0.4751,0.5249,0,4435
Alaska,2122,Kenai Peninsula,0.5269,0.4731,0,3327
Alaska,2130,Ketchikan Gateway,0.475,0.525,0,3640
Alaska,2150,Kodiak Island,0.5788,0.4212,0,1498
Alaska,2270,Kusilvak,0.6584,0.3416,0,442
Alaska,2164,Lake and Peninsula,0.6355,0.3645,0,332
Alaska,2170,Matanuska-Susitna,0.478,0.522,0,2207
Alaska,2180,Nome,0.4402,0.5598,0,1799
Alaska,2185,North Slope,0.6045,0.3955,0,880
Alaska,2188,Northwest Arctic,0.3106,0.6894,0,805
Alaska,2195,Petersburg,0.4759,0.5241,0,746
Alaska,2198,Prince of Wales-Hyder,0.5448,0.4552,0,1039
Alaska,2220,Sitka,0.5372,0.4628,0,2122
Alaska,2230,Skagway,0.6885,0.3115,0,321
Alaska,2240,Southeast Fairbanks,0.4486,0.5514,0,662
Alaska,2261,Valdez-Cordova,0.5123,0.4877,0,1421
Alaska,2275,Wrangell,0.4427,0.5573,0,646
Alaska,2282,Yakutat,0.553,0.447,0,132
Alaska,2290,Yukon-Koyukuk,0.5042,0.4958,0,2152
Arizona,4001,Apache,0.4815,0.5175,0.001,3030
Arizona,4003,Cochise,0.4944,0.5046,0.0011,15007
Arizona,4005,Coconino,0.4545,0.5445,0.001,8944
Arizona,4007,Gila,0.5793,0.4199,0.0009,9065
Arizona,4009,Graham,0.4563,0.5435,0.0002,4583
Arizona,4011,Greenlee,0.6997,0.2994,0.0009,4386
Arizona,4012,La Paz,100,0,0,1
Arizona,4013,Maricopa,0.4057,0.5937,0.0006,214059
Arizona,4015,Mohave,0.4414,0.5559,0.0027,2952
Arizona,4017,Navajo,0.4268,0.5719,0.0013,7151
Arizona,4019,Pima,0.4731,0.5243,0.0027,89144
Arizona,4021,Pinal,0.5285,0.4707,0.0008,13684
Arizona,4023,Santa Cruz,0.5959,0.4035,0.0006,3135
Arizona,4025,Yavapai,0.388,0.6112,0.0008,11147
Arizona,4027,Yuma,0.5442,0.4545,0.0012,12204
Arkansas,5001,Arkansas,0.5244,0.3842,0.0914,5318
Arkansas,5003,Ashley,0.6204,0.2563,0.1234,5026
Arkansas,5005,Baxter,0.4367,0.5434,0.0199,3879
Arkansas,5007,Benton,0.3123,0.6758,0.012,11590
Arkansas,5009,Boone,0.4451,0.5436,0.0114,6233
Arkansas,5011,Bradley,0.7031,0.2074,0.0895,4210
Arkansas,5013,Calhoun,0.7203,0.1846,0.0951,1598
Arkansas,5015,Carroll,0.3281,0.6595,0.0124,3965
Arkansas,5017,Chicot,0.591,0.3209,0.0882,3051
Arkansas,5019,Clark,0.6482,0.267,0.0848,5083
Arkansas,5021,Clay,0.4177,0.5567,0.0256,4568
Arkansas,5023,Cleburne,0.5013,0.4496,0.0491,2282
Arkansas,5025,Cleveland,0.709,0.1691,0.1219,1715
Arkansas,5027,Columbia,0.433,0.4232,0.1438,5605
Arkansas,5029,Conway,0.6047,0.3513,0.044,4796
Arkansas,5031,Craighead,0.4561,0.4897,0.0542,10738
Arkansas,5033,Crawford,0.4114,0.571,0.0176,5907
Arkansas,5035,Crittenden,0.5224,0.4356,0.0419,5128
Arkansas,5037,Cross,0.5776,0.356,0.0664,3615
Arkansas,5039,Dallas,0.6268,0.252,0.1212,2615
Arkansas,5041,Desha,0.6357,0.2701,0.0943,3936
Arkansas,5043,Drew,0.6249,0.2636,0.1115,3372
Arkansas,5045,Faulkner,0.578,0.3671,0.0549,6609
Arkansas,5047,Franklin,0.5399,0.4348,0.0253,3751
Arkansas,5049,Fulton,0.3802,0.6095,0.0103,1849
Arkansas,5051,Garland,0.4542,0.5166,0.0292,13944
Arkansas,5053,Grant,0.6144,0.2481,0.1375,2269
Arkansas,5055,Greene,0.4981,0.4773,0.0246,5569
Arkansas,5057,Hempstead,0.5455,0.4093,0.0452,4759
Arkansas,5059,Hot Spring,0.59,0.2959,0.1141,5854
Arkansas,5061,Howard,0.4995,0.4479,0.0527,2735
Arkansas,5063,Independence,0.4702,0.499,0.0308,5289
Arkansas,5065,Izard,0.5961,0.3594,0.0445,2248
Arkansas,5067,Jackson,0.5544,0.385,0.0607,5159
Arkansas,5069,Jefferson,0.5541,0.3176,0.1283,15235
Arkansas,5071,Johnson,0.5501,0.4229,0.027,3523
Arkansas,5073,Lafayette,0.5531,0.3067,0.1402,2325
Arkansas,5075,Lawrence,0.5102,0.4428,0.047,4065
Arkansas,5077,Lee,0.5217,0.3828,0.0955,2701
Arkansas,5079,Lincoln,0.6727,0.2366,0.0907,2646
Arkansas,5081,Little River,0.6517,0.2979,0.0504,2323
Arkansas,5083,Logan,0.5533,0.4228,0.0239,4764
Arkansas,5085,Lonoke,0.5593,0.2917,0.149,5348
Arkansas,5087,Madison,0.4051,0.582,0.0129,4201
Arkansas,5089,Marion,0.4821,0.506,0.012,2008
Arkansas,5091,Miller,0.5606,0.3835,0.0559,8117
Arkansas,5093,Mississippi,0.4854,0.4708,0.0438,10585
Arkansas,5095,Monroe,0.605,0.2715,0.1235,3068
Arkansas,5097,Montgomery,0.4699,0.4985,0.0316,1677
Arkansas,5099,Nevada,0.5834,0.3406,0.076,2751
Arkansas,5101,Newton,0.3141,0.6751,0.0108,2687
Arkansas,5103,Ouachita,0.631,0.2977,0.0713,8192
Arkansas,5105,Perry,0.5697,0.3617,0.0686,1385
Arkansas,5107,Phillips,0.6148,0.3247,0.0605,6677
Arkansas,5109,Pike,0.4743,0.4819,0.0438,2102
Arkansas,5111,Poinsett,0.5175,0.4464,0.0362,5444
Arkansas,5113,Polk,0.4502,0.5182,0.0317,3632
Arkansas,5115,Pope,0.4938,0.4604,0.0458,5589
Arkansas,5117,Prairie,0.6373,0.2785,0.0842,2636
Arkansas,5119,Pulaski,0.4667,0.397,0.1364,55788
Arkansas,5121,Randolph,0.4747,0.4942,0.0311,3278
Arkansas,5123,St. Francis,0.5383,0.3953,0.0664,4518
Arkansas,5125,Saline,0.574,0.3232,0.1028,6791
Arkansas,5127,Scott,0.4929,0.5022,0.0049,2264
Arkansas,5129,Searcy,0.305,0.6855,0.0095,3351
Arkansas,5131,Sebastian,0.4216,0.5675,0.0109,20696
Arkansas,5133,Sevier,0.5573,0.4025,0.0402,2835
Arkansas,5135,Sharp,0.4518,0.5101,0.0381,1786
Arkansas,5137,Stone,0.4617,0.4936,0.0448,1943
Arkansas,5139,Union,0.4792,0.4151,0.1057,13565
Arkansas,5141,Van Buren,0.5108,0.4451,0.0441,2267
Arkansas,5143,Washington,0.3438,0.6434,0.0128,15679
Arkansas,5145,White,0.5333,0.4052,0.0615,9834
Arkansas,5147,Woodruff,0.6363,0.2631,0.1006,2535
Arkansas,5149,Yell,0.5849,0.3796,0.0355,3433
California,6001,Alameda,0.5402,0.4561,0.0037,402000
California,6003,Alpine,0.2326,0.7674,0,172
California,6005,Amador,0.5504,0.4451,0.0045,4887
California,6007,Butte,0.4192,0.576,0.0048,36175
California,6009,Calaveras,0.468,0.526,0.006,5361
California,6011,Colusa,0.483,0.5137,0.0033,4861
California,6013,Contra Costa,0.5286,0.4682,0.0033,177123
California,6015,Del Norte,0.5124,0.4805,0.0071,6294
California,6017,El Dorado,0.5005,0.4916,0.0079,12337
California,6019,Fresno,0.5521,0.4432,0.0047,130702
California,6021,Glenn,0.4636,0.5317,0.0048,7356
California,6023,Humboldt,0.527,0.4671,0.0058,38691
California,6025,Imperial,0.4604,0.5355,0.0041,19806
California,6027,Inyo,0.4507,0.5465,0.0028,5420
California,6029,Kern,0.4913,0.5043,0.0044,104705
California,6031,Kings,0.5713,0.4231,0.0056,16522
California,6033,Lake,0.4075,0.5874,0.0051,7109
California,6035,Lassen,0.5908,0.4024,0.0068,5877
California,6037,Los Angeles,0.5025,0.4945,0.003,2634499
California,6039,Madera,0.5781,0.4175,0.0044,14057
California,6041,Marin,0.4247,0.5729,0.0024,65665
California,6043,Mariposa,0.4516,0.5397,0.0088,2963
California,6045,Mendocino,0.5021,0.4929,0.005,18871
California,6047,Merced,0.5623,0.4337,0.004,27646
California,6049,Modoc,0.4763,0.518,0.0056,3550
California,6051,Mono,0.3324,0.6633,0.0044,1375
California,6053,Monterey,0.4343,0.5626,0.003,59413
California,6055,Napa,0.4691,0.5256,0.0054,28778
California,6057,Nevada,0.4569,0.5344,0.0088,10141
California,6059,Orange,0.3895,0.6081,0.0024,287599
California,6061,Placer,0.5575,0.4375,0.005,23863
California,6063,Plumas,0.6197,0.3747,0.0056,5378
California,6065,Riverside,0.4338,0.5615,0.0046,117276
California,6067,Sacramento,0.5632,0.4326,0.0042,194756
California,6069,San Benito,0.4838,0.514,0.0022,5945
California,6071,San Bernardino,0.4751,0.52,0.0049,191313
California,6073,San Diego,0.4331,0.5641,0.0028,395421
California,6075,San Francisco,0.5778,0.4179,0.0043,342219
California,6077,San Joaquin,0.4676,0.5285,0.0039,91657
California,6079,San Luis Obispo,0.453,0.5404,0.0066,33055
California,6081,San Mateo,0.4804,0.517,0.0026,202252
California,6083,Santa Barbara,0.4299,0.5673,0.0027,68402
California,6085,Santa Clara,0.4705,0.5267,0.0028,250092
California,6087,Santa Cruz,0.3995,0.5961,0.0045,41704
California,6089,Shasta,0.6045,0.3894,0.0061,24301
California,6091,Sierra,0.5256,0.4679,0.0065,1231
California,6093,Siskiyou,0.564,0.4295,0.0066,14620
California,6095,Solano,0.5881,0.4088,0.0031,45869
California,6097,Sonoma,0.4552,0.541,0.0038,64032
California,6099,Stanislaus,0.4977,0.4962,0.0062,60890
California,6101,Sutter,0.3663,0.6291,0.0046,11954
California,6103,Tehama,0.4961,0.4996,0.0043,11052
California,6105,Trinity,0.6117,0.3835,0.0049,3698
California,6107,Tulare,0.456,0.5397,0.0044,54582
